battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
539,1,0.6,1,9,0,21,0.1,145,7,14,551,599,3597,14,5,9,0,0,0,2
880,0,0.5,1,1,0,44,0.5,172,8,15,436,1302,3132,8,7,6,0,1,1,2
598,0,2.3,1,7,0,21,0.7,196,2,10,680,1173,3293,8,4,7,1,0,1,2
972,1,2.7,1,1,0,5,1.0,126,4,2,687,816,3035,12,7,19,1,0,1,2
1225,0,0.7,1,0,1,2,0.6,138,7,1,217,1101,2675,12,11,15,1,1,0,2
644,1,1.3,1,7,1,30,0.5,114,1,16,1140,1654,2382,9,0,19,1,0,1,2
1993,1,0.5,0,10,1,27,0.3,147,8,11,150,510,2437,14,0,9,1,0,0,2
518,0,0.8,1,0,0,3,0.1,178,7,1,437,1947,2832,5,0,8,1,0,1,2
920,1,0.5,0,2,0,46,0.8,149,3,3,1058,1421,2608,6,0,2,0,0,1,2
1841,1,1.3,1,6,0,14,0.6,167,8,8,593,672,2304,7,1,18,0,0,1,2
1315,1,2.6,0,7,0,64,0.8,128,7,16,59,575,3278,6,3,13,0,0,0,2
1762,1,2.5,0,10,1,15,0.3,107,8,11,1103,1364,2183,8,3,11,1,1,0,2
1583,1,2.1,1,11,0,14,0.7,148,7,16,942,1651,1704,17,13,2,1,0,1,2
966,1,0.6,0,9,1,50,0.2,117,4,10,1446,1754,2574,10,1,5,1,0,1,2
1623,1,1.2,0,6,1,61,0.9,120,7,12,1568,1832,1510,12,10,17,1,1,0,2
600,0,0.5,0,1,0,48,0.8,191,3,7,501,1465,3393,12,7,8,1,0,0,2
638,0,1.7,1,11,0,27,0.5,102,4,17,1171,1383,2735,7,2,9,1,1,0,2
600,0,2.5,1,8,1,22,0.1,145,1,11,207,1162,3441,19,1,5,1,0,0,2
1260,0,0.6,0,5,1,13,1.0,106,6,6,165,736,2710,13,1,8,1,1,0,2
1694,1,0.6,0,0,1,34,0.3,102,7,7,377,549,2298,17,5,2,1,1,0,2
1713,0,2.5,1,1,0,27,0.9,127,7,3,729,974,2406,13,10,20,1,0,1,2
1527,0,2.7,0,10,1,60,0.1,154,5,14,526,1116,2078,5,3,11,1,1,1,2
1567,0,0.5,1,3,0,22,0.5,119,6,6,545,1621,2312,9,1,18,1,0,0,2
1940,1,0.9,1,4,0,17,0.7,93,5,7,112,858,2297,14,6,8,0,1,0,2
1519,0,2.9,0,2,0,30,0.7,112,7,8,1122,1702,2440,9,5,10,1,1,1,2
663,0,0.8,1,0,0,25,0.6,183,2,1,82,1605,3176,6,2,2,1,0,1,2
1624,0,1.6,1,8,0,28,0.4,150,2,10,689,699,2473,16,11,2,1,0,0,2
614,0,1.7,1,0,1,58,0.2,128,7,2,22,519,3487,15,6,11,1,1,1,2
1807,1,2.1,0,2,0,49,0.8,125,1,10,337,1384,1906,17,13,13,0,1,1,2
1536,0,0.8,0,12,0,13,0.3,105,7,20,22,1634,2020,6,0,16,1,1,0,2
675,0,2.4,0,1,0,42,0.6,187,7,2,482,874,2953,9,5,13,1,1,0,2
1303,0,1.0,1,0,1,15,0.1,138,3,10,229,1604,2574,12,4,14,1,1,1,2
1822,0,1.2,0,0,0,8,0.2,195,6,0,172,910,2577,9,5,8,1,1,0,2
1782,1,2.8,1,6,1,58,0.8,157,1,13,867,999,2405,15,0,16,1,0,1,2
894,0,2.1,1,16,0,16,0.7,168,8,20,286,1300,3377,5,1,6,1,1,1,2
798,0,2.4,0,5,0,4,0.2,96,3,9,526,643,2965,15,7,14,1,1,0,2
1996,0,2.5,0,5,1,51,0.4,122,4,9,671,1445,2236,8,7,12,1,0,1,2
1018,1,0.7,1,7,0,63,0.1,155,5,18,856,883,3048,10,3,2,0,0,1,2
554,1,1.3,0,0,0,12,0.1,105,6,10,85,806,3764,10,7,4,0,1,1,2
1872,1,0.9,1,0,0,16,0.5,80,2,2,286,1484,2295,15,11,16,0,0,1,2
1853,0,0.5,1,1,0,27,0.3,197,6,13,985,1005,1973,10,2,8,1,0,1,2
1760,0,1.9,0,1,1,50,0.8,198,1,2,273,1704,2549,10,8,4,1,1,0,2
774,1,0.6,1,2,1,8,0.4,136,1,4,1713,1865,2614,7,0,14,1,1,1,2
1042,0,2.2,0,15,1,11,0.6,139,5,16,68,1018,2826,18,0,2,1,0,0,2
1368,0,3.0,1,10,0,50,0.2,97,7,18,698,829,2496,13,6,5,0,1,1,2
1892,1,0.7,0,5,0,47,0.4,110,4,10,1399,1564,2172,17,14,3,1,1,1,2
